siret,nom,ville,code_postal,activite,effectif
33754594100045,COMPAGNIE DE DECOUPE DES VIANDES,,,,
33775928600020,BOURET,,,,
33777949000040,SERVICE CAFES,,,,
33786167800015,SARL JEAN PHILIPPE QUENET,,,,
33285177300033,PILLARD,,,,
33307103300026,LESUEUR,,,,
33309825900026,GONZALEZ FRERES SARL,,,,
33311176300079,GERMAFERM,,,,
33330827800261,CHOCOLATERIE DE BEUSSENT LACHELLE,,,,
33330827800386,CHOCOLATERIE DE BEUSSENT LACHELLE,,,,
33330827800097,CHOCOLATERIE DE BEUSSENT LACHELLE,,,,
33330827800212,CHOCOLATERIE DE BEUSSENT LACHELLE,,,,
33521555400031,RITONDALE,,,,
33523411800024,[ND],,,,
33528022800016,LACROIX,,,,
33195225900025,ABATTOIRS DU PAYS DE CHARLIEU,,,,
33206246200061,SOC EXPLOITATION ABATTOIRS D'EVRON,,,,
33210743200046,ETS PRUVOST LEROY,,,,
33213829600014,GPT UTILISAT ABATTOIR CHARLIEU,,,,
33234687300034,LA BOITE A CAFE,,,,
33271305600023,LES NATURELLES DU HAUT PAYS,,,,
33152216900027,COURTOIS,,,,
31817517100046,LES CRAQUELINS DE SAINT-MALO,,,,
31821583700028,HOUSSIN,,,,
31830972100021,ETABLISSEMENTS J. MAES,,,,
31833842300110,SOFIVO PRODUCTION,,,,
31833842300052,SOFIVO PRODUCTION,,,,
31842080900036,MADJI-ANKERMARAINE,,,,
31847482200091,LES CAFES HENRI SA,,,,
31847482200125,LES CAFES HENRI SA,,,,
31847482200117,LES CAFES HENRI SA,,,,
31847482200075,LES CAFES HENRI SA,,,,
31850225900019,LABORATOIRE SOVIPA,,,,
31850225900027,LABORATOIRE SOVIPA,,,,
32117969900020,TROUCHE,,,,
32129161900047,FRUITAM IN,,,,
32148517900030,LMA,,,,
32156767900063,VRIGNAUD,,,,
31896096000025,GOURDON,,,,
31896096000033,GOURDON,,,,
31899318500038,CAFES HOVA ET TORTEL CHT,,,,
31915058700024,LA GOURMANDIERE,,,,
32047953800029,BALTZER,,,,
32049597100014,CHOCOLATS JANIN SARL D'EXPLOITATION DES ETS A JANIN,,,,
32049730800033,AUX PATES FRAICHES,,,,
32067359300028,SOC DE FACONNAGE DE NORMANDIE,,,,
32072424800010,PESCE,,,,
32090914600013,RANGANAYAGUY,,,,
31598402100024,JP CALLUAUD,,,,
31622154800035,LE GRAIN D'CAFE,,,,
31628333200021,FLESCH,,,,
31636685500070,[ND],,,,
31672273500032,LIM OVIN,,,,
31692391100044,GUYOT,,,,
31993114300048,SMIROLDO,,,,
32020359900024,LES VIANDES DU CHATEAUNEUF,,,,
32024320700018,CLEMENT,,,,
32025976500073,BOYAUDERIE DU POITOU,,,,
32030457900016,LA GLACERIE,,,,
31743027000015,COPPOLA,,,,
31752533500020,LABATUT,,,,
31758690700055,CARGILL HAUBOURDIN SAS,,,,
31759899300036,FRANCE CULINAIRE DEVELOPPEMENT,,,,
31770680200046,LES VIANDES DU HAUT BEARN,,,,
31770705700079,SOBEVAL,,,,
31778523600041,HENRY BLANC,,,,
31780423500057,UEBERSCHLAG,,,,
31785696100014,SODIPOLE SOCIETE DE DIFFUSION DE PRODUITS ET DE SERVICES POUR L'ELEVAGE,,,,
31928120000034,CONGELATION ACHAT VENTE DECHETS ABATTOIR,,,,
31942840500108,CAFES ERREL,,,,
31951052500029,DALUZ,,,,
31955376400030,ASSIRELLI,,,,
31965563500021,MILLET,,,,
31925281300021,LA FRAISERAIE SAS,,,,
31925281300070,LA FRAISERAIE SAS,,,,
31925281300229,LA FRAISERAIE SAS,,,,
31925281300237,LA FRAISERAIE SAS,,,,
31981571800022,LOEUL-PIRIOT,,,,
32299014400030,[ND],,,,
32305850300034,GIGLI,,,,
32329724200014,BERRY,,,,
32329724200071,BERRY,,,,
32236968700023,BIANCAMARIA,,,,
32261225000033,MELFOR,,,,
32346920500047,ANEPIA AROMES NATURELS EPICES POUR L INDUSTRIE ALIMENTAIRE,,,,
32350525500014,NOURI'VRAI,,,,
32362966700045,VONAU,,,,
32370590500020,SOCIETE VIANDES FERCHAUD FRERES,,,,
32377208700033,GUILLEMIN,,,,
32378982600043,SUD VIANDES DISTRIBUTION,,,,
32536472700017,SARL CONFISERIE DU LANGUEDOC,,,,
32536472700025,SARL CONFISERIE DU LANGUEDOC,,,,
32553989800016,GILLE,,,,
32559140200012,CHOCOLATERIE NOGE,,,,
32575326700013,PATENOUILLE SARL,,,,
32585714200021,CHOCOLAT COULOIS,,,,
32414159700033,JACQUES PELLERIN SA,,,,
32422116700020,KAMETTE,,,,
32429473500380,SAS ANDRIEU,,,,
32429473500356,SAS ANDRIEU,,,,
32429473500455,SAS ANDRIEU,,,,
32429473500497,SAS ANDRIEU,,,,
32460590600043,DUPUIS,,,,
31521101100012,RIGOLAT,,,,
31775081800039,ISIGNY SAINTE-MERE,,,,
31719318300025,MANUFACTURE ALSACIENNE DENREES ALIMENT,,,,
31723806100079,BOUCHERS SERVICES,,,,
31723806100111,BOUCHERS SERVICES,,,,
31723806100129,BOUCHERS SERVICES,,,,
31723806100202,BOUCHERS SERVICES,,,,
32785259600037,ETABLISSEMENTS PUIGRENIER,,,,
32688913600015,JULIANNA,,,,
32494691200031,[ND],,,,
32497284300019,LORIAL,,,,
32763819300042,CORMENIER,,,,
32763819300059,CORMENIER,,,,
32814635200070,POUSSANGE,,,,
32100203200027,ROMEO,,,,
32044272600057,MC CAIN ALIMENTAIRE,,,,
32044272600115,MC CAIN ALIMENTAIRE,,,,
32447653000047,RAVIOLI PERRIN,,,,
32394504800029,SNED,,,,
32429473500141,SAS ANDRIEU,,,,
32429473500281,SAS ANDRIEU,,,,
33158833500025,MAUBACQ,,,,
33163716500035,CHATEAU,,,,
33177586600022,GIACALONE,,,,
33180053200029,BRULERIE DU MENEZ BRE,,,,
33087127800025,REMY,,,,
33105495700039,LE PALAIS DE LA GLACE ET DU SORBET,,,,
33106897300063,[ND],,,,
33107611700018,SAVEURS ET SAUCES,,,,
33108540700053,BRIANT,,,,
33110417400031,GRAZIANI,,,,
33141367400044,KASPERSKI,,,,
32961663500028,BALMASSIERE,,,,
32973842100026,LECLERCQ,,,,
33008292600032,SAS PHILIBERT SAVOURS,,,,
33013857900025,CIDOU,,,,
33031300800014,PERE,,,,
33033917700025,ASPASIA BUI KIM KHUE,,,,
33033917700033,ASPASIA BUI KIM KHUE,,,,
33035462200012,PATES PROVINI,,,,
33040353600015,CENTRE-VIANDES,,,,
33040375900021,SARL DU VIEUX PORT,,,,
33040353600031,CENTRE-VIANDES,,,,
33040375900039,SARL DU VIEUX PORT,,,,
33028207000029,PIERRU,,,,
33990964000072,GIRAUDET,,,,
34019997500038,KUCH,,,,
34021805600018,GOIMIER,,,,
34023872400033,VAN GAVER,,,,
34052286100020,SPEZIALE,,,,
33841986400057,PARDESSUS,,,,
33841986400073,PARDESSUS,,,,
33847314300018,SARL JOEL PAYE,,,,
33855375300025,ETS DESTRUELS-BOUYGUES,,,,
33855375300041,ETS DESTRUELS-BOUYGUES,,,,
33864551800048,CHENAIS,,,,
33864551800055,CHENAIS,,,,
33867206600028,CHOCOLAT DES PRINCES,,,,
33867206600036,CHOCOLAT DES PRINCES,,,,
33874658900021,SICA VAL DE GELISE,,,,
33874666200026,SAMMARTANO,,,,
33879748300017,SIMEXPA,,,,
33879748300074,SIMEXPA,,,,
33802248600025,PETIT,,,,
33891443500023,[ND],,,,
33891443500049,[ND],,,,
33897992500017,PATAY,,,,
33898573200019,EVERTZ,,,,
33912275600036,LES SAULES,,,,
33931242300058,BALARAMA,,,,
33943898800034,AZUR DISTRIBUTION,,,,
33945564400023,LEGRAND,,,,
31963207100027,KERVEILLANT,,,,
33996555000066,HAMEL,,,,
34026242700024,SODELY,,,,
33918952400038,LABORATOIRE TOPNIVO-FRANCE,,,,
33929515600014,PIERACCINI,,,,
33929515600022,PIERACCINI,,,,
33935176900023,SOC GIRONDINE VIANDES GROS,,,,
33951451500016,BORDE,,,,
33969579300028,BUTIMIEL,,,,
33972801600082,NOLASQ,,,,
33983424400032,FENOCCHIO,,,,
33983424400040,FENOCCHIO,,,,
33983424400065,FENOCCHIO,,,,
33985193300053,MARIE MORIN-FRANCE,,,,
33990964000049,GIRAUDET,,,,
33991002800028,CHARVERON FRERES,,,,
33991002800036,CHARVERON FRERES,,,,
34053586300021,BISCUITERIE SAINT GUENOLE,,,,
34055884000062,SAVANE BROSSARD,,,,
34055884000120,SAVANE BROSSARD,,,,
34055884000088,SAVANE BROSSARD,,,,
34066456400127,DOUX FRAIS,,,,
34066456400119,DOUX FRAIS,,,,
34066456400176,DOUX FRAIS,,,,
34066680900033,CERF CENTRE OUEST,,,,
34078487500015,LES CUISINIERS DU SOLEIL,,,,
34080745200040,CARRERE,,,,
34135739000010,GROUPEMENT DES ELEVEURS GIRONDINS,,,,
34190012400023,VALEYRE SAS,,,,
34200225000013,CROQUE BOURGOGNE,,,,
34201072500022,GENDREAU,,,,
34202775200027,SCOP DE L'ABATTOIR D'APT,,,,
34205327900010,QUACH,,,,
34208663400017,COURROYE JEAN,,,,
34213215600056,JC MENARD CHOCOLATERIE,,,,
34213215600072,JC MENARD CHOCOLATERIE,,,,
34213215600148,JC MENARD CHOCOLATERIE,,,,
34213215600262,JC MENARD CHOCOLATERIE,,,,
34216737600017,SARL F.S.J.,,,,
34218230000059,LES CAFES ALBERT,,,,
34218230000067,LES CAFES ALBERT,,,,
34157615500012,JANNET,,,,
34158042100038,SOC JEUX D AROMES,,,,
31064431500023,JAMPI,,,,
31104654400046,[ND],,,,
31136882300010,TAVERNIER,,,,
31149225000031,GROUPE BARBA,,,,
31164122900217,AMORA MAILLE SOCIETE INDUSTRIELLE,,,,
31164122900274,AMORA MAILLE SOCIETE INDUSTRIELLE,,,,
31164122900290,AMORA MAILLE SOCIETE INDUSTRIELLE,,,,
31184457500028,SERVICE VIANDES DE L ILE DE FRANCE,,,,
31205623700042,LES LIONS CHOCOLATIER CONFISEUR,,,,
31214787900018,MINOTERIE CHEVIGNON,,,,
31032062700030,BERNIER,,,,
30643227900074,LUCIANI,,,,
30630960000055,SOCIETE CHAUVEL ET COMPAGNIE,,,,
30970582000020,BOVI ARTOIS SA,,,,
30970721400115,GALLIANCE DISTRIBUTION,,,,
31154711100022,MAISON COUDEYRAT,,,,
30880931800030,DURANT,,,,
30881832700022,GBB,,,,
30881840000134,SOCIETE COOPERATIVE MARITIME DE MAREYAGE MORBIHAN ET LOIRE ATLANTIQUE,,,,
30903311600026,SEETAA DISTRIBUTION,,,,
30933532100035,ORFILA,,,,
30939624000025,SOCIETE CAENNAISE DE DISTRIBUTION,,,,
30944494100020,SA DESPIERRES,,,,
31404603800019,SICA NUTRITION ANIMALE DES AGRIC DE BRET,,,,
30970671100020,LACROIX,,,,
30995141600010,SAUMUR VIANDE SAVIA,,,,
31019991400022,SOCIETE DE DISTRIBUTION GOURMANDE,,,,
31022067800042,LARGUILLIER,,,,
30801822500018,ETABLISSEMENTS COURTIN,,,,
30816907700028,FASQUEL,,,,
30816907700010,FASQUEL,,,,
30863634900018,DOUX ALIMENTS,,,,
33085716000015,CONGES,,,,
33087127800017,REMY,,,,
32918219000036,PFEUFFER,,,,
32919080500021,PEGUERO,,,,
32931602000067,FONT,,,,
32937761800031,MESSINA,,,,
32942943500053,ZARZOSO,,,,
32946032300036,PERONNET VIANDES,,,,
32946799700048,MILLER,,,,
32947550300028,S.C.O.P LES VERGERS D'ENTREVAUX,,,,
32973714200011,SOCIETE COOPERATIVE AGRICOLE DE DESHYDRATATION  SUN DESHY,,,,
32988714500020,ZIMMERMANN,,,,
32997749000021,MACE,,,,
32999371100087,CARDINEAU,,,,
32822285600010,ETS THOMAS ET FILS,,,,
32826348800038,LES CAFES DE L ORGE,,,,
32838556200033,KREEK'S-FRANCE ARACHIDES,,,,
32842131800044,ALZETO,,,,
32854462200017,PATES LANZA,,,,
32862616300021,PETREQUIN,,,,
32906060200029,SUD-BISCUITS,,,,
32889911700027,MOULINS DELSALLE,,,,
32912290700010,CONTINENTAL BISCUITS,,,,
33016546500031,MASCLAUX,,,,
33042837600017,BEX CLEMENT,,,,
33043934000010,SAS DOMAINE DU TAUZIA,,,,
33044872100044,BISCUITERIE CONFISERIE DU LACYDON,,,,
33051459700021,COLIN,,,,
33052721900019,SOC BONDUELLE WYBO,,,,
33866498000012,BONNAL SARL,,,,
33893012600119,OLIER,,,,
33822445400011,MILLET,,,,
33836800400028,STE RESTAURATION J.M. BERENGIER,,,,
33456142000103,GARREL,,,,
33458516300036,MIGNONAT,,,,
33466896900010,AU PRODUIT PROVENCE COTE AZUR,,,,
33471902800022,DIETETIQUE ANIMALE APPLIC ZOOTECHNIQUES,,,,
33476649000026,LABORATOIRE D'AROMATHERAPIE DE PHYTOTHERAPIE ET D'HERBORISTERIE TRADITIONNELLE - PHYTOFRANCE,,,,
33476617700045,MOULIN DE LA MARCHE,,,,
33757835500014,FERME DU PRE SAS,,,,
33762511500049,[ND],,,,
33778550500013,AVAKIAN,,,,
33778766700019,COULIAROS,,,,
33786853300015,ROBIN,,,,
33462854200030,BATT CHOCOLATS,,,,
33802321100018,FRANCE GOURMETS,,,,
33804832500017,LOTISSIER FRERES,,,,
33898444600017,SARL LES 5 B,,,,
33833889000027,FOIE GRAS ROGER CROUZEL,,,,
33847955300046,JEAN LOUIS BOULET SA,,,,
34091390400025,FAVRE,,,,
33950633900037,ORGANISATION SERVICE DESOSSAGE,,,,
33950633900045,ORGANISATION SERVICE DESOSSAGE,,,,
33993940700021,SOC ABATTEURS QUIMPEROIS,,,,
33997205100017,MARTINAUD,,,,
34375049300011,L AMBROISINE,,,,
34376759600012,DEFOSSEZ,,,,
34392117700014,SOC GESTION ABATTOIR DE GRAMAT,,,,
34392270400030,BISCUITS POULT,,,,
39064540600013,LIVERT,,,,
39070687700037,DR OTTO SUWELACK NACHF & CO,,,,
39089388100024,MOREL,,,,
39092771300011,SARL OLIVERIE DU COMTAT ET DES BARONNIES,,,,
38463908400035,ATLANTIC DESOSS,,,,
38807255500070,[ND],,,,
38788109700019,SARL D'EXPLOITATION DES ETABLISSEMENTS LATOURNERIE,,,,
38789716800028,CAPOGIRO,,,,
38790466700038,IMMOBILIER PNLJ,,,,
38790466700046,IMMOBILIER PNLJ,,,,
38978549400011,SARL QUELIER,,,,
39004792600030,STIVAL,,,,
39016415000026,CIAMBRONE,,,,
39018591600017,BIGOT,,,,
39033605500012,BELIMO,,,,
38943545400019,BONIN,,,,
38948340500012,TINEL,,,,
38796733400013,LA CONSERVERIE FAMILIALE,,,,
38804461200025,CADIOT-BADIE,,,,
38808962500015,PASQUALINI,,,,
38813126000019,BIOSOURCEO,,,,
38814931200018,LARDET,,,,
38814931200034,LARDET,,,,
38821104700021,AVY,,,,
38827911900027,HIPPOCRATE,,,,
38881509400015,PERRAUD,,,,
38881679500024,ETABLISSEMENTS MAREVILLE,,,,
38881509400064,PERRAUD,,,,
38889549200014,ATIS,,,,
38890998800023,DIOSCURES,,,,
38754273100014,AURE,,,,
38755432200033,SOC PRODUC ALIMENT MULTI-FONCTION COMMER,,,,
38755809100014,ALGAVI,,,,
38769674300013,CIVEL,,,,
38775318900019,BISCUITERIE CARPENTIER,,,,
38777642000037,GRONDIN,,,,
38851657700011,HESNARD,,,,
38853015600032,FRANCE GENOISE,,,,
38858619000018,MEYER,,,,
38859089500016,SARL CREPERIE DE LANGADOUE,,,,
38864271200011,SOC EXPLOIT ETS DANIEL MICHEL,,,,
38868067000097,GYMA SAS,,,,
38967288200013,ETABLISSEMENTS LAURENCIN,,,,
38976544700039,BRUNET,,,,
38981543200015,LUBECKER MARZIPANFABRIK VON MINDE,,,,
38994120400023,MAISON BONINI,,,,
38994434900015,CHEBBI,,,,
38994434900023,CHEBBI,,,,
38998092100016,AIGREMONT SA,,,,
38497901900013,FULCONIS,,,,
38877448100021,SOULIER,,,,
38830442000036,HERVE,,,,
35339534600011,CHOCOLAT WEISS,,,,
35348546900020,D'INGRANDO,,,,
37926065600036,ADM BAZANCOURT,,,,
38099099400036,GROUPE EMILE FOURNIER & FILS,,,,
34461862400011,MAGGY,,,,
34369436000011,GOBIN,,,,
35095519100027,PAYET,,,,
35156904100012,LA BRULERIE PAU'S CAFE,,,,
35203447400028,MANCA,,,,
37774465100060,BRETZELS MORICETTES MFP POULAILLON,,,,
37861160200038,ETABLISSEMENTS CAUX,,,,
37871057800014,VANDEVOORDE,,,,
38053886800023,BONNET,,,,
38013123500018,FRAICHES SAVEURS,,,,
37880405800030,SARL BENOIT CHOCOLATIER,,,,
37886384900022,L'AILE OU LA CUISSE,,,,
37893362600012,CHAVAS,,,,
37894303900016,TEMOINS,,,,
37894303900024,TEMOINS,,,,
37901186900037,SUCHEIX,,,,
37905520500015,AUGE ET FILS,,,,
38018319400071,ARNOULD,,,,
38024809600014,FAVRE,,,,
38056843600014,TECNOR,,,,
38062765300047,LABORATOIRE DEVA,,,,
38066190000015,LODIN,,,,
38086430600010,TORREFACTION COSTE,,,,
38086430600036,TORREFACTION COSTE,,,,
37970374700038,EUROVANILLE,,,,
37970374700079,EUROVANILLE,,,,
37999698600012,LA CHOCOLATERIE THIBAUT,,,,
38151039500027,CAFES JEAN PIERRE TAINE,,,,
38153420500038,CHAUSSONNET,,,,
38158949800017,MAISON MER,,,,
38169303500010,FLOCONS D ARIEGE,,,,
38171884000022,RESCAN,,,,
38178334900024,ROUSSANGE,,,,
38178334900016,ROUSSANGE,,,,
38183285600011,SOC DE FABRICATION DE CONFISERIE,,,,
38183285600037,SOC DE FABRICATION DE CONFISERIE,,,,
37934015100131,LOC MARIA,,,,
37939484400029,MOWI BOULOGNE,,,,
37942105000012,GRADE SARL,,,,
37952184200029,SOC DEVELOP RESTAURATION ITALIENNE,,,,
37956574000014,DEHAYE,,,,
38111375200038,MARTIGNON INTERNATIONAL,,,,
38115920100098,SUD OUEST ALIMENT,,,,
38127067700010,ANDRE BIARD,,,,
38127067700028,ANDRE BIARD,,,,
38131252900047,TRANSFORMAT COMMERCIALISATION CREVETTES,,,,
38134591700011,PLANCHAMP,,,,
38466614500030,LABERCO,,,,
38468747100019,NIMAL,,,,
38468747100027,NIMAL,,,,
38476721600037,BRAVO,,,,
38484610100010,MONDIAL VIANDE SERVICE SA,,,,
38484610100028,MONDIAL VIANDE SERVICE SA,,,,
38485357800027,PIERRE,,,,
38487771800021,TECNOFIRM,,,,
38491902300018,ORIOL,,,,
38191932300042,LEJOSNE,,,,
38193916400061,LABORATOIRES COPMED,,,,
38221464100013,SAROJA VOLAILLES,,,,
38223621400039,TELLUS,,,,
38223621400153,TELLUS,,,,
38223621400179,TELLUS,,,,
38416910800030,PILEJE INDUSTRIE,,,,
38429651300011,[ND],,,,
38429651300052,[ND],,,,
38438512600014,BERTRAND LAFAGE,,,,
38337310700028,LILI'S BROWNIES,,,,
38341437200037,QUIN,,,,
38345493100015,MARLADOT,,,,
38348040700022,SOREAL NUTRITION ANIMALE,,,,
38352105100011,VARIOT,,,,
38286593900013,D.P.A.P.,,,,
38289060600082,PHILICOT,,,,
38289060600108,PHILICOT,,,,
38307095000019,LE FUR,,,,
38372655100039,COMTE,,,,
38383383700024,LABORATOIRE LAX,,,,
38389737800063,PROVIMI FRANCE,,,,
38389737800071,PROVIMI FRANCE,,,,
38398687400063,COOPERL ARC ATLANTIQUE,,,,
38398687400071,COOPERL ARC ATLANTIQUE,,,,
38398687400220,COOPERL ARC ATLANTIQUE,,,,
38404408700011,PIGEONNEAU CRAONNAIS,,,,
38404408700029,PIGEONNEAU CRAONNAIS,,,,
38506541200020,MEDROUMI,,,,
38510040900023,MOLLUSO,,,,
38522402700016,FJORD KING,,,,
38533248100022,BUGENNE,,,,
38263875700015,SAINT TRIVIER GASTRONOMIE SA,,,,
38367248200049,DAUDET SARL,,,,
38363096900020,FRANCE FONDANTS,,,,
38274643600015,FRANCE CAKE TRADITION,,,,
38243150000018,DELPEYRAT TRAITEUR,,,,
38244736500026,MAS,,,,
38246926000022,CONFISERIE BONO,,,,
38259732600034,PHAN,,,,
38260354600021,SARL GERENEE,,,,
38271422800022,LACHAUSSEE,,,,
38271491300045,FEUERSTEIN,,,,
34820531100031,UNIMER,,,,
34831657100010,LES CHOCOLATERIES DU CAMBRESIS -CREATION DE CHOCOLATS EUROPEENS C.C.E,,,,
34958585100018,CHAMPCENEST,,,,
34966060500016,U.F.F. VILLEFRANCHE,,,,
34974164500015,SARL LES POULETS BASTIAIS,,,,
34980562200041,SOCIETE AUVERGNATE DE DISTRIBUTION ALIMENTAIRE,,,,
34984398700075,RAMBAUD,,,,
34988100300033,VERSCHAVE,,,,
34928292100031,SUD OUEST MIN,,,,
34930694400050,LA RUCHE GG,,,,
34940989600025,PORKETTO BY JB VIANDE,,,,
35159541800085,SAINT LOUIS SUCRE SNC,,,,
35170083600031,TROUSSELIER,,,,
35180939700018,ONA'FORM,,,,
35197598200023,POIRRIER,,,,
35223387800037,BHIKI,,,,
35230614600031,2 M D,,,,
35056491000015,NUTRI-CONCEPT,,,,
35080427400065,DAHAN,,,,
35081752400027,RENAUDINEAU,,,,
35091040200022,LES DELICES DE LA MARECHALE,,,,
35108759800022,SOUDRY,,,,
35121358200023,RICOLVI,,,,
35126077300046,CELTIC NUTRITION ANIMALE SAS,,,,
35126077300061,CELTIC NUTRITION ANIMALE SAS,,,,
35127297600041,COMPAGNIE DES AROMES NATURELS,,,,
35130253400018,GALUT,,,,
35137217200046,BOIS,,,,
35137125700020,SA SOJUFEL PROVENCE PRODUCTION,,,,
34228151600019,DE ROSE,,,,
34969747400030,DIJOUX,,,,
34969747400022,DIJOUX,,,,
35050253000065,QUALIVIANDE,,,,
35331864500010,DUPUICH,,,,
35331864500028,DUPUICH,,,,
34472429900013,LE DUIGOU,,,,
34477087000014,NEXIRA,,,,
34477087000055,NEXIRA,,,,
34488170100017,REMY,,,,
34497902600038,GUYADER L'ESPRIT DE LA MER,,,,
34502186900028,CHAIGNAUD,,,,
34502826000031,PEDRONA,,,,
34517102900027,LE BORGNE,,,,
34523334000024,ETABLISSEMENTS GIFFAUD,,,,
34738346500049,JONCKHEERE,,,,
34746424000014,REITZEL BRIAND,,,,
34749237300019,PAILLUSSON,,,,
34281058700010,PICARD,,,,
34282830800029,TRADITION ET GOURMANDISES,,,,
34289537200023,T ES OU CAFE,,,,
34301069000026,VIRBAC NUTRITION,,,,
34302079800017,SAM,,,,
34371096800011,DOSNON FILS,,,,
34415364800037,ESTEBE,,,,
34860778900024,BRINDELICES,,,,
34863583000014,EURL NICOT MAREE,,,,
34876023200010,BRUDEY,,,,
34877191600015,FLAVOURIN,,,,
34879131000041,GAHENAT,,,,
34888319000038,GAD SAS,,,,
34762076700025,CHAPPOT,,,,
34774639800010,GRAND,,,,
34777092700031,GODARD,,,,
34779813400032,SOCIETE NOUVELLE ASIA FOOD,,,,
34781104400028,SICA BOURBONNAISE DE VIANDES,,,,
34800667700051,CUISINE SOLUTIONS EUROPE,,,,
34240196500047,WILLIAM SAURIN,,,,
34241467900015,BLUE LOOK,,,,
34447746800161,ELIVIA,,,,
34451350200023,SOULEZ,,,,
34451957400034,ALGALIMENT,,,,
34456696300023,MONCEL,,,,
34456696300031,MONCEL,,,,
34456696300049,MONCEL,,,,
34341073400010,LAPIERRE,,,,
34344437800099,FLORALPINA,,,,
34460300600042,CAPITAINE HOUAT,,,,
34460300600083,CAPITAINE HOUAT,,,,
34460300600091,CAPITAINE HOUAT,,,,
39938465000012,SOCIETE D'EXPLOITATION DE LA BISCUITERIE ETTORI,,,,
39948755200032,CARLETTO,,,,
39956029100029,REILLON,,,,
39957081100022,MAHZOUM,,,,
39975992700037,BAZILLE,,,,
39979783600018,FUTUR OEUF,,,,
39985041100022,MARSEILLE,,,,
39986489100029,BOYAUDERIE DE L'ARDECHE,,,,
40001785100017,ATM,,,,
40004090300041,[ND],,,,
39861033700014,DECORS & CREATIONS,,,,
39861033700022,DECORS & CREATIONS,,,,
39861326500014,BURGAIN,,,,
39861508800018,HORTH,,,,
39871311500010,DEMANET,,,,
39877255800019,GELDELIS,,,,
39819041300037,CHAUMARTIN,,,,
39823642200034,PIERRE,,,,
39826977900011,LA BOUTIQUE EXOTIQUE,,,,
39838190500056,LE MASSON,,,,
39901543700078,SOC COMMERCIALE PATRICIA ROUGIER,,,,
39917208900019,ATRIA,,,,
39927608800073,NUEVA PESCANOVA FRANCE,,,,
39930192800012,OUEST PRODUCTION,,,,
40063364000034,FANTINO,,,,
40088631300057,DUBOS,,,,
40091782900022,LEPETIT,,,,
40091824900030,SARL J 2000,,,,
40018831400019,ED VIA,,,,
40030544700031,CODICO,,,,
40036537500031,SARL BOULE PATE,,,,
40036724900028,GAMMOUDI,,,,
40042732400027,LALLOUF,,,,
40048774000054,LE CACAOTIER,,,,
40036537500023,SARL BOULE PATE,,,,
39894204500038,SARL CENTRE D'ABATTAGE ST HILAIRIEN,,,,
35247498500020,LELEU,,,,
35253613000045,CLOVEL,,,,
35361856400010,LE BOUCHON DE BORDEAUX,,,,
35402890400028,ROUMAT,,,,
37645002900024,BISCUITERIE DE L'ABBAYE SA,,,,
37608048700113,DOUX,,,,
37825827100022,GIGAN,,,,
37826992200019,BISCUITS FOSSIER,,,,
37826992200050,BISCUITS FOSSIER,,,,
37826992200043,BISCUITS FOSSIER,,,,
37844990400036,DEHAUT,,,,
37845233800031,POUEZAT,,,,
37848770600087,UNION NORMANDIE VEXIN,,,,
37848770600103,UNION NORMANDIE VEXIN,,,,
37858257100014,JB OCEANE,,,,
37791049200034,JMB MOKABAR,,,,
35720005400033,ROQUETTE FRERES,,,,
35720005400074,ROQUETTE FRERES,,,,
35720005400108,ROQUETTE FRERES,,,,
37738098500038,BISCUITERIE LE GLAZIK,,,,
37752590200039,ALIMOUSSA,,,,
37755764000051,TECHNI DESOSS,,,,
37755764000101,TECHNI DESOSS,,,,
37755764000127,TECHNI DESOSS,,,,
37755926500014,PLANTEX,,,,
37763458900024,SARL LES GRIOTTES,,,,
37767048400015,BAUDOUX FRANCOIS,,,,
37768578900028,GIAMBRONE,,,,
35352943100010,ALTAKWA,,,,
35352943100028,ALTAKWA,,,,
35355237500035,SOCIETE EUROPEENNE DE CONFISERIE,,,,
35355237500043,SOCIETE EUROPEENNE DE CONFISERIE,,,,
35361121300029,DESSOLINS,,,,
35381919600026,EUROPEENNE DE CAFE,,,,
35396566800026,CHEMIR,,,,
35396566800018,CHEMIR,,,,
35409047400025,ROTTENSTEIN,,,,
35261635300020,FIVE O'CLOCK,,,,
35265572400016,JACQUIN SA,,,,
35271474500077,BARRY CALLEBAUT FRANCE,,,,
35273232500027,DECEMBRE,,,,
35284872500011,SOFIVO,,,,
34262505000048,FLEUREAU,,,,
34185382800018,LITT,,,,
35034984100014,JINOU,,,,
35043145800024,CHOCOLATERIE DU PECQ,,,,
35346376300022,MARITIME EXPANSION,,,,
39325413100013,DOUX ALIMENTS BRETAGNE,,,,
39332147600086,LAURIAL,,,,
39338215500017,LA LOZERIENNE ETS FABRE SA,,,,
39338356700012,DOUX CAPRICES SARL,,,,
39345646200018,GOULIBEUR,,,,
39354940700020,JEAN CADARS,,,,
39102834700014,VIERLING,,,,
39105947400018,BRUNE,,,,
39117253300013,LACTOLAND TROCKENMILCHWERK GMBH,,,,
39125103000063,ELIODOR,,,,
39163244500014,SOCIETE PALLUT,,,,
39164264200014,ETABLISSEMENT JULLIEN,,,,
39173826700015,BOUCHERIE DU TIVOLI,,,,
39181971100063,MERE MAURY,,,,
39196078800027,CAFES YACK,,,,
39199620400015,REGAL DU JOUR,,,,
39201918800011,VALENTIN TRAITEUR,,,,
39205853300010,PACE,,,,
